responder_id,birth_year,gender,industry_desc,occupation_desc,manage_others,household,years_at_job,metro_or_regional
2891,1976,Male,Other Services,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
2892,1982,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
2893,1980,Male,Information Media and Telecommunications,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
2894,1983,Male,Other,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
2895,1989,Male,Other,"Managers - Chief Executives, General Managers and Legislators",No,Couple with dependent children,Between 6 and 12 months,Metro
2896,1985,Male,Retail Trade,Other,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2897,1977,Female,Financial and Insurance,Other,No,Couple with no dependent children,More than 5 years,Metro
2898,1984,Male,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,Between 6 and 12 months,Metro
2899,1979,Male,Financial and Insurance,Other,No,Couple with dependent children,More than 5 years,Regional
2900,1989,Female,Other,"Professionals - Design, Engineering, Science and Transport Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
2901,1996,Female,Other Services,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 6 and 12 months,Metro
2902,1995,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,More than 5 years,Metro
2903,1990,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 6 and 12 months,Metro
2904,1991,Female,Education and Training,Professionals - Education Professionals,No,Multiple family household,Between 1 and 5 years,Metro
2905,1991,Female,Financial and Insurance,Other,No,Group household,Between 1 and 5 years,Metro
2906,1993,Female,"Professional, Scientific and Technical",Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2907,1979,Female,Health Care and Social Assistance,Managers - Specialist Managers,Yes,Couple with dependent children,More than 5 years,Metro
2908,1992,Female,"Professional, Scientific and Technical",Other,No,Couple with dependent children,Between 1 and 5 years,Metro
2909,1982,Female,Other,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
2910,1993,Female,Information Media and Telecommunications,Professionals - ICT Professionals,Yes,Other one family household,Between 6 and 12 months,Metro
2911,1982,Female,"Professional, Scientific and Technical",Other,Yes,One parent family with dependent children,More than 5 years,Metro
2912,1980,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,One parent family with dependent children,Between 1 and 5 years,Metro
2913,1976,Female,Financial and Insurance,Managers - Specialist Managers,No,Single person,Between 1 and 5 years,Metro
2914,1979,Female,Health Care and Social Assistance,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
2915,1962,Female,"Professional, Scientific and Technical",Other,No,One parent family with dependent children,Between 1 and 5 years,Regional
2916,1988,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
2917,1998,Female,Other Services,Managers - Specialist Managers,No,Multiple family household,Between 6 and 12 months,Metro
2918,1985,I would rather not say,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,More than 5 years,Metro
2919,1992,Female,Retail Trade,Other,No,Single person,Between 1 and 5 years,Metro
2920,1984,Male,Financial and Insurance,Professionals - ICT Professionals,No,Group household,Between 1 and 5 years,Metro
2921,1977,Female,Information Media and Telecommunications,Other,No,Couple with no dependent children,More than 5 years,Regional
2922,1994,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Single person,Between 1 and 5 years,Metro
2923,1979,Female,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Metro
2924,1976,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",Yes,Couple with no dependent children,More than 5 years,Metro
2925,1987,Male,Information Media and Telecommunications,Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Regional
2926,1984,Female,Other,Other,No,Couple with no dependent children,More than 5 years,Regional
2927,1984,Female,"Professional, Scientific and Technical","Professionals - Business, Human Resource and Marketing Professionals",No,Group household,More than 5 years,Metro
2928,1983,Male,Education and Training,Managers - Specialist Managers,Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2929,1993,Male,Financial and Insurance,Managers - Specialist Managers,Yes,Single person,More than 5 years,Metro
2930,1979,Male,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,Between 1 and 5 years,Metro
2931,1993,Male,Health Care and Social Assistance,Other,No,Group household,Between 1 and 5 years,Metro
2932,1977,Female,Other,Other,No,Couple with dependent children,Between 1 and 5 years,Metro
2933,1980,Male,Education and Training,Professionals - Education Professionals,No,Couple with no dependent children,More than 5 years,Regional
2934,1976,Female,Information Media and Telecommunications,Other,No,Single person,Between 1 and 5 years,Metro
2935,1983,Female,Other Services,Other,No,Couple with dependent children,Between 6 and 12 months,Metro
2936,1982,Female,Other,"Professionals - Business, Human Resource and Marketing Professionals",Yes,One parent family with dependent children,More than 5 years,Metro
2937,1991,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2938,1994,Female,Other,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2939,1989,Male,Other,Professionals - ICT Professionals,No,Single person,More than 5 years,Metro
2940,1983,Female,Information Media and Telecommunications,Other,No,Group household,Between 1 and 5 years,Metro
2941,1978,Male,Other,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with no dependent children,More than 5 years,Metro
2942,1982,Female,Health Care and Social Assistance,Other,No,Couple with dependent children,More than 5 years,Metro
2943,1991,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
2944,1985,Male,"Professional, Scientific and Technical",Other,Yes,Single person,Between 1 and 5 years,Metro
2945,1978,Female,"Professional, Scientific and Technical",Other,No,Group household,Between 1 and 5 years,Metro
2946,1979,Female,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Yes,Couple with no dependent children,More than 5 years,Metro
2947,1986,Female,Health Care and Social Assistance,Other,No,Multiple family household,More than 5 years,Metro
2948,1983,Female,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",No,Single person,Between 1 and 5 years,Metro
2949,1977,Male,Financial and Insurance,Managers - Specialist Managers,Yes,Couple with dependent children,Between 1 and 5 years,Metro
2950,1984,Female,Health Care and Social Assistance,Other,Yes,Couple with dependent children,More than 5 years,Metro
2951,1984,Female,Education and Training,Professionals - Education Professionals,Yes,Group household,More than 5 years,Metro
2952,1981,Female,Other,Other,Yes,Couple with dependent children,More than 5 years,Metro
2953,1987,Female,Health Care and Social Assistance,Other,No,Single person,Between 1 and 5 years,Metro
2954,1984,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2955,1978,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with dependent children,Between 1 and 5 years,Metro
2956,1990,Male,Education and Training,Managers - Specialist Managers,Yes,Couple with dependent children,Between 6 and 12 months,Metro
2957,1982,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",Yes,Other one family household,Between 1 and 5 years,Metro
2958,1989,Male,Education and Training,Professionals - Education Professionals,No,One parent family with dependent children,Between 1 and 5 years,Metro
2959,1994,Female,Other Services,Other,No,One parent family with dependent children,Between 1 and 5 years,Metro
2960,1998,Male,Information Media and Telecommunications,Managers - Specialist Managers,No,Single person,Between 6 and 12 months,Metro
2961,1989,Male,Other,Managers - Specialist Managers,Yes,Couple with no dependent children,More than 5 years,Metro
2962,1999,Female,"Professional, Scientific and Technical",Other,No,Group household,Between 6 and 12 months,Metro
2963,1992,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",No,Couple with no dependent children,Between 1 and 5 years,Metro
2964,1994,Female,Other,Other,No,Couple with dependent children,Between 6 and 12 months,Metro
2965,1993,Female,Other Services,Other,No,Couple with no dependent children,Between 1 and 5 years,Metro
2966,1996,Female,Other,Other,Yes,Couple with dependent children,More than 5 years,Regional
2967,1973,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Yes,Couple with dependent children,More than 5 years,Metro
2968,1987,Female,Other,Other,No,Couple with dependent children,More than 5 years,Regional
