responder_id,birth_year,gender,industry_desc,occupation_desc,organization_size,manage_others,household,years_at_job,metro_or_regional,rw_percentage_2020,org_encouraged_rw,org_prepared_for_rw,rw_is_common_at_org,rw_permission_is_attainable,rw_collaboration_easy,preferred_rw_percentage_2020,preferred_rw_percentage_future,if_no_covid_employer_encourage_rw,if_no_covid_employer_support_rw,if_no_covid_i_would_have_choice_about_rw,productivity_remote_vs_office,inperson_hours__commuting,inperson_hours__working,inperson_hours__personal_family_time,inperson_hours_domestic_responsibilities,remote_hours_commuting,remote_hours_working,remote_hours_personal_family_time,remote_hours_domestic_responsibilities
2948,1983,Female,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Single person,Between 1 and 5 years,Metro,4-5 days,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,4-5 days,4-5 days,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,much more productive,3.0,8.0,3.0,4.0,0.0,8.0,7.0,3.0
2949,1977,Male,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,4-5 days,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,4-5 days,2-3 days,Somewhat unlikely,Somewhat unlikely,Somewhat likely,less productive,2.5,8.5,3.0,3.0,0.0,9.0,4.0,4.0
2950,1984,Female,Health Care and Social Assistance,Other,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,0-1 days,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,2-3 days,2-3 days,Somewhat likely,Somewhat likely,Somewhat likely,less productive,3.0,8.0,2.0,4.0,3.0,6.0,4.0,3.0
2951,1984,Female,Education and Training,Professionals - Education Professionals,Between 20 and 199,Yes,Group household,More than 5 years,Metro,0-1 days,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,3-4 days,4-5 days,Very unlikely,Very likely,Very unlikely,much more productive,2.0,10.0,3.0,1.5,0.0,10.0,3.5,2.5
2952,1981,Female,Other,Other,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,1-2 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,2-3 days,2-3 days,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,much more productive,1.0,9.0,1.5,4.5,0.0,9.0,4.0,3.0
2953,1987,Female,Health Care and Social Assistance,Other,More than 200,No,Single person,Between 1 and 5 years,Metro,0-1 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1-2 days,0-1 days,Somewhat likely,Neither unlikely or likely,Somewhat likely,more productive,1.5,8.5,3.0,3.0,0.5,10.0,3.0,3.0
2954,1984,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,4-5 days,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,4-5 days,3-4 days,Somewhat likely,Somewhat likely,Very likely,less productive,1.5,8.0,4.0,3.0,0.5,7.5,4.0,4.0
2955,1978,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Metro,4-5 days,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,4-5 days,2-3 days,Somewhat unlikely,Somewhat likely,Neither unlikely or likely,less productive,2.0,8.0,4.0,4.0,2.0,8.0,4.0,4.0
2956,1990,Male,Education and Training,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro,2-3 days,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,2-3 days,2-3 days,Very likely,Very likely,Very likely,much more productive,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2957,1982,Female,Other Services,"Managers - Chief Executives, General Managers and Legislators",More than 200,Yes,Other one family household,Between 1 and 5 years,Metro,4-5 days,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,4-5 days,4-5 days,Very unlikely,Very unlikely,Very unlikely,same productivity,2.0,7.0,4.0,3.0,0.5,7.0,5.5,3.0
2958,1989,Male,Education and Training,Professionals - Education Professionals,I am a sole trader/owner-operator,No,One parent family with dependent children,Between 1 and 5 years,Metro,0-1 days,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0-1 days,0-1 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,much more productive,1.0,6.0,5.0,5.0,2.0,6.0,4.0,4.0
2959,1994,Female,Other Services,Other,Between 20 and 199,No,One parent family with dependent children,Between 1 and 5 years,Metro,2-3 days,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,2-3 days,2-3 days,Somewhat likely,Somewhat likely,Neither unlikely or likely,same productivity,1.0,7.0,4.0,0.0,0.0,7.0,5.0,0.0
2960,1998,Male,Information Media and Telecommunications,Managers - Specialist Managers,Between 5 and 19,No,Single person,Between 6 and 12 months,Metro,4-5 days,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,4-5 days,4-5 days,Very likely,Somewhat likely,Very likely,much more productive,1.0,8.0,3.0,4.0,0.5,8.0,5.0,1.5
2961,1989,Male,Other,Managers - Specialist Managers,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro,3-4 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,2-3 days,3-4 days,Very likely,Somewhat likely,Somewhat likely,much more productive,1.0,8.0,4.0,2.0,1.0,8.0,4.0,3.0
2962,1999,Female,"Professional, Scientific and Technical",Other,Between 5 and 19,No,Group household,Between 6 and 12 months,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4-5 days,0-1 days,Somewhat likely,Very likely,Very likely,much more productive,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0
2963,1992,Male,Other,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,4-5 days,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,4-5 days,4-5 days,Somewhat unlikely,Very likely,Somewhat likely,much more productive,3.5,8.0,1.5,3.0,0.0,8.0,4.0,4.0
2964,1994,Female,Other,Other,Between 20 and 199,No,Couple with dependent children,Between 6 and 12 months,Metro,1-2 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1-2 days,0-1 days,Somewhat unlikely,Somewhat likely,Somewhat unlikely,much more productive,3.0,9.0,3.0,2.0,3.0,9.0,3.0,2.0
2965,1993,Female,Other Services,Other,Between 20 and 199,No,Couple with no dependent children,Between 1 and 5 years,Metro,0-1 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,0-1 days,4-5 days,Somewhat likely,Neither unlikely or likely,Neither unlikely or likely,much more productive,2.5,7.5,3.0,3.0,0.5,8.5,5.0,2.0
2966,1996,Female,Other,Other,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Regional,2-3 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,2-3 days,2-3 days,Somewhat unlikely,Somewhat likely,Somewhat unlikely,same productivity,2.0,7.0,5.0,2.0,1.0,7.0,5.0,2.0
2967,1973,Male,Financial and Insurance,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,1-2 days,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,2-3 days,1-2 days,Very likely,Very likely,Somewhat likely,more productive,1.0,8.0,5.0,3.0,1.0,10.0,3.0,4.0
2968,1987,Female,Other,Other,Between 20 and 199,No,Couple with dependent children,More than 5 years,Regional,1-2 days,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,2-3 days,2-3 days,Very unlikely,Very unlikely,Very unlikely,much more productive,4.0,7.5,2.0,2.5,1.0,9.0,3.0,3.0
2969,1976,Female,Education and Training,Other,More than 200,No,Multiple family household,More than 5 years,Metro,1-2 days,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,0-1 days,0-1 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,much more productive,1.0,8.0,7.0,2.0,1.0,9.0,6.0,2.0
2970,1997,Male,Other,Other,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,1-2 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,1-2 days,1-2 days,Neither unlikely or likely,Somewhat unlikely,Neither unlikely or likely,much more productive,0.2,12.0,2.0,2.0,0.0,10.0,4.0,3.0
2971,1995,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Single person,More than 5 years,Metro,4-5 days,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,4-5 days,4-5 days,Very likely,Very likely,Very likely,same productivity,2.0,7.5,6.0,1.5,0.0,7.5,5.0,4.0
2972,1980,Female,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,4-5 days,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,4-5 days,3-4 days,Somewhat unlikely,Somewhat likely,Somewhat unlikely,less productive,4.0,9.0,4.0,1.0,0.5,9.5,4.0,3.0
2973,1988,Male,Financial and Insurance,Professionals - ICT Professionals,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,4-5 days,3-4 days,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,same productivity,1.0,9.0,5.0,2.0,0.25,9.5,5.25,2.0
2974,1982,Female,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,No,Single person,Between 1 and 5 years,Metro,4-5 days,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,4-5 days,4-5 days,Somewhat likely,Very likely,Somewhat likely,much more productive,2.0,8.0,4.0,2.0,1.0,8.0,4.0,3.0
2975,1980,Male,Other,Managers - Specialist Managers,More than 200,Yes,Group household,Between 1 and 5 years,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,0-1 days,0-1 days,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,less productive,1.0,10.0,5.0,1.0,0.0,12.0,4.0,1.0
2976,1983,Female,Other,Other,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional,1-2 days,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,4-5 days,4-5 days,Neither unlikely or likely,Neither unlikely or likely,Very unlikely,much more productive,2.0,8.0,4.0,3.0,0.0,8.0,5.0,3.0
2977,1993,Female,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Single person,Between 1 and 5 years,Metro,0-1 days,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,0-1 days,0-1 days,Somewhat likely,Somewhat likely,Neither unlikely or likely,less productive,2.0,8.0,2.0,3.0,0.0,9.0,3.0,3.0
2978,1999,Female,Other,"Managers - Chief Executives, General Managers and Legislators",I am a sole trader/owner-operator,Yes,Couple with no dependent children,Between 6 and 12 months,Regional,0-1 days,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,1-2 days,4-5 days,Neither unlikely or likely,Somewhat likely,Somewhat likely,much less productive,5.0,3.0,6.0,2.0,5.0,6.0,3.0,8.0
2979,1987,Female,Other,Other,Between 5 and 19,No,Couple with dependent children,More than 5 years,Metro,4-5 days,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,4-5 days,4-5 days,Neither unlikely or likely,Very likely,Very likely,less productive,1.0,5.0,5.0,4.0,1.0,3.0,8.0,3.0
2980,1981,Female,Other,Other,Between 20 and 199,Yes,Couple with dependent children,Between 6 and 12 months,Metro,3-4 days,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,1-2 days,0-1 days,Somewhat likely,Very likely,Somewhat unlikely,less productive,1.0,8.0,4.0,4.0,1.0,8.0,4.0,4.0
2981,1991,Female,Education and Training,"Professionals - Business, Human Resource and Marketing Professionals",Between 5 and 19,No,Group household,More than 5 years,Metro,1-2 days,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,2-3 days,2-3 days,Very unlikely,Very unlikely,Very unlikely,much more productive,1.5,7.0,5.5,1.0,0.5,7.0,5.5,2.0
2982,1978,Female,Other Services,Other,More than 200,No,Couple with dependent children,More than 5 years,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4-5 days,4-5 days,Neither unlikely or likely,Somewhat likely,Somewhat likely,more productive,1.0,8.0,2.0,3.0,0.5,9.0,2.0,3.0
2983,1988,Female,Health Care and Social Assistance,Other,More than 200,No,Couple with no dependent children,More than 5 years,Regional,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4-5 days,4-5 days,Very likely,Neither unlikely or likely,Very likely,same productivity,3.0,3.0,9.0,1.0,0.0,3.0,12.0,1.0
2984,1993,Male,Education and Training,Managers - Specialist Managers,Between 5 and 19,No,Single person,Between 1 and 5 years,Metro,0-1 days,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,0-1 days,1-2 days,Somewhat unlikely,Somewhat likely,Neither unlikely or likely,much more productive,2.0,5.0,6.0,3.0,0.5,6.0,6.0,0.0
2985,1977,Male,Other Services,Professionals - ICT Professionals,More than 200,No,Couple with dependent children,More than 5 years,Regional,1-2 days,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1-2 days,1-2 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,more productive,1.25,8.0,2.75,4.0,0.0,8.5,3.5,4.0
2986,1980,Male,Health Care and Social Assistance,Other,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,0-1 days,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,0-1 days,2-3 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,less productive,5.0,8.0,0.0,4.0,1.0,8.0,4.0,3.0
2987,1978,Male,"Professional, Scientific and Technical",Other,Between 20 and 199,No,Couple with dependent children,Between 1 and 5 years,Metro,3-4 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,1-2 days,1-2 days,Somewhat unlikely,Somewhat likely,Somewhat likely,less productive,2.0,8.0,4.0,3.0,3.0,8.0,3.0,3.0
2988,1993,Female,Health Care and Social Assistance,"Managers - Chief Executives, General Managers and Legislators",Between 5 and 19,Yes,Couple with no dependent children,Between 1 and 5 years,Regional,4-5 days,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,4-5 days,4-5 days,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,more productive,1.0,9.0,3.0,3.0,0.5,10.0,2.0,2.5
2989,1980,Male,Financial and Insurance,Other,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Regional,1-2 days,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,2-3 days,2-3 days,Somewhat likely,Somewhat likely,Very likely,more productive,6.0,8.0,5.0,1.0,1.0,3.0,6.0,5.0
2990,1993,Female,Health Care and Social Assistance,Other,More than 200,No,Couple with dependent children,Between 1 and 5 years,Regional,1-2 days,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,1-2 days,2-3 days,Somewhat likely,Somewhat likely,Somewhat likely,much more productive,4.0,8.5,0.5,3.0,1.0,8.5,2.0,3.5
2991,1989,Female,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Regional,0-1 days,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat agree,3-4 days,2-3 days,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,much more productive,3.0,8.0,2.0,3.0,0.5,8.0,4.5,3.0
2992,1996,Female,Other,Other,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,4-5 days,4-5 days,Very likely,Very likely,Very likely,much more productive,4.0,7.0,4.0,2.0,4.0,7.0,4.0,2.0
2993,1985,Male,Health Care and Social Assistance,Other,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,3-4 days,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,3-4 days,4-5 days,Very likely,Somewhat likely,Somewhat likely,much more productive,6.0,4.0,1.0,6.0,2.0,6.0,7.0,5.0
2994,1987,Female,Health Care and Social Assistance,Other,Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Metro,0-1 days,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,0-1 days,0-1 days,Very unlikely,Very unlikely,Very unlikely,less productive,0.5,8.5,5.0,2.0,0.0,8.0,6.0,1.0
2995,1995,Female,Financial and Insurance,"Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Single person,Between 6 and 12 months,Metro,4-5 days,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,4-5 days,4-5 days,Neither unlikely or likely,Somewhat likely,Somewhat likely,more productive,4.0,8.0,2.0,2.0,0.0,8.0,4.0,4.0
2996,1993,Female,Other,Other,Between 20 and 199,No,Couple with dependent children,More than 5 years,Metro,2-3 days,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2-3 days,1-2 days,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,same productivity,3.0,6.0,6.0,3.0,3.0,6.0,6.0,3.0
